cloudletId;length;FileSize;OutputSize
2818;45000;50;2700
2819;4800;2600;10
2820;11000;50;2700
2821;500;300;10
2822;60000;12000;10
2823;45000;100;10
2824;1600;12000;12500
2825;11000;2600;420
2826;11000;100;12500
2827;3500;100;40
2828;15000;300;10
2829;3500;100;2700
2830;11000;8000;420
2831;3500;1200;20000
2832;1600;1200;20000
2833;500;1200;900
2834;6000;600;10000
2835;2500;300;12500
2836;4800;600;6000
2837;45000;2600;20000
2838;45000;8000;10
2839;3500;300;10
2840;45000;12000;20000
2841;6000;5000;12500
2842;35000;5000;200
2843;45000;8000;12500
2844;1600;12000;40
2845;1000;8000;200
2846;3500;10;420
2847;4800;300;2700
2848;15000;100;200
2849;11000;8000;20000
2850;4800;100;12500
2851;35000;100;900
2852;20000;12000;6000
2853;20000;12000;6000
2854;45000;10;12500
2855;15000;600;420
2856;20000;50;2700
2857;3500;100;40
2858;1000;2600;10000
2859;4800;1200;2700
2860;11000;1200;6000
2861;45000;1200;20000
2862;500;10;10000
2863;1600;1200;10000
2864;45000;1200;10
2865;35000;100;12500
2866;6000;100;40
2867;11000;100;420
2868;60000;50;900
2869;45000;5000;20000
2870;60000;100;12500
2871;3500;600;6000
2872;3500;12000;40
2873;1600;8000;6000
2874;1000;1200;200
2875;1600;12000;2700
2876;45000;600;420
2877;3500;12000;2700
2878;3500;1200;6000
2879;11000;50;10
2880;60000;100;200
2881;60000;8000;420
2882;1000;2600;10000
2883;35000;50;20000
2884;11000;2600;2700
2885;2500;12000;20000
2886;6000;8000;40
2887;45000;600;200
2888;11000;8000;10
2889;20000;600;900
2890;6000;1200;200
2891;45000;1200;10
2892;6000;100;6000
2893;6000;5000;20000
2894;2500;1200;10
2895;11000;8000;12500
2896;45000;8000;12500
2897;500;5000;10000
2898;11000;2600;420
2899;11000;12000;420
2900;3500;5000;200
2901;20000;300;6000
2902;60000;8000;2700
2903;3500;50;900
2904;45000;2600;900
2905;1600;12000;420
2906;11000;12000;10000
2907;60000;300;12500
2908;15000;12000;6000
2909;35000;12000;10000
2910;35000;1200;12500
2911;1000;2600;2700
2912;15000;8000;20000
2913;2500;2600;10
2914;1600;12000;6000
2915;11000;12000;2700
2916;2500;600;20000
2917;60000;1200;2700
2918;500;8000;20000
2919;11000;100;200
2920;35000;50;6000
2921;20000;50;900
2922;45000;8000;10
2923;2500;1200;900
2924;35000;300;900
2925;35000;12000;200
2926;60000;5000;6000
2927;2500;2600;900
2928;2500;50;6000
2929;20000;600;900
2930;1000;100;2700
2931;4800;1200;20000
2932;35000;8000;10
2933;3500;5000;12500
2934;1000;5000;40
2935;45000;12000;420
2936;1600;10;10000
2937;35000;12000;10
2938;4800;300;10
2939;60000;1200;40
2940;500;100;6000
2941;45000;10;40
2942;500;10;6000
2943;3500;600;900
2944;6000;1200;200
2945;60000;50;6000
2946;2500;600;420
2947;1600;12000;2700
2948;4800;8000;10
2949;11000;5000;20000
2950;11000;10;2700
2951;60000;2600;10
2952;1000;1200;40
2953;4800;5000;10000
2954;6000;100;20000
2955;20000;300;200
2956;4800;300;12500
2957;15000;300;6000
2958;1600;600;6000
2959;1000;50;10000
2960;45000;300;6000
2961;6000;1200;10000
2962;60000;1200;420
2963;6000;5000;10
2964;11000;8000;20000
2965;4800;600;900
2966;2500;8000;12500
2967;45000;50;420
2968;11000;2600;20000
2969;11000;12000;40
2970;1600;8000;200
2971;20000;8000;10000
2972;45000;300;10000
2973;4800;2600;12500
2974;45000;12000;40
2975;60000;600;10000
2976;11000;1200;6000
2977;35000;50;420
2978;3500;1200;900
2979;1000;100;12500
2980;3500;10;10
2981;11000;5000;10
2982;4800;1200;40
2983;15000;2600;6000
2984;3500;12000;40
2985;11000;5000;2700
2986;1000;1200;200
2987;1600;600;10000
2988;45000;1200;40
2989;35000;600;10
2990;500;1200;6000
2991;20000;600;200
2992;15000;100;20000
2993;1000;100;20000
2994;1600;8000;20000
2995;500;5000;10
2996;500;5000;420
2997;1000;8000;20000
2998;4800;1200;2700
2999;500;50;6000
3000;1600;300;200
3001;4800;300;40
3002;3500;600;20000
3003;2500;2600;420
3004;60000;10;420
3005;15000;8000;2700
3006;1600;12000;10
3007;500;50;20000
3008;2500;50;10000
3009;45000;12000;10000
3010;4800;2600;40
3011;60000;12000;40
3012;60000;50;420
3013;15000;12000;10
3014;1000;2600;12500
3015;45000;5000;12500
3016;500;10;900
3017;4800;12000;2700
3018;35000;50;10000
3019;4800;100;900
3020;45000;8000;6000
3021;20000;10;20000
3022;2500;12000;40
3023;3500;2600;10000
3024;20000;300;2700
3025;6000;8000;6000
3026;45000;50;20000
3027;500;50;10000
3028;35000;2600;10000
3029;1600;50;12500
3030;1000;1200;10000
3031;1600;300;200
3032;35000;2600;2700
3033;6000;12000;2700
3034;1600;2600;10
3035;500;5000;6000
3036;20000;10;12500
3037;2500;8000;200
3038;11000;8000;10
3039;45000;100;2700
3040;1600;2600;420
3041;11000;2600;20000
3042;6000;8000;900
3043;500;10;6000
3044;15000;10;12500
3045;45000;50;900
3046;2500;1200;12500
3047;500;50;6000
3048;11000;12000;900
3049;11000;600;40
3050;60000;1200;6000
3051;45000;12000;40
3052;45000;2600;20000
3053;3500;5000;200
3054;60000;50;20000
3055;4800;300;10
3056;1000;10;10000
3057;3500;100;10000
3058;60000;2600;900
3059;15000;100;10
3060;3500;12000;6000
3061;3500;100;12500
3062;1600;300;20000
3063;20000;300;2700
3064;60000;2600;12500
3065;35000;8000;420
3066;3500;8000;900
3067;4800;2600;20000
3068;20000;300;200
3069;60000;1200;900
3070;11000;50;10
3071;500;12000;10
3072;6000;8000;20000
3073;1000;12000;420
3074;1000;50;40
3075;1000;50;12500
3076;4800;300;2700
3077;45000;12000;20000
3078;3500;300;6000
3079;3500;600;10000
3080;15000;100;2700
3081;1000;300;2700
3082;3500;12000;420
3083;15000;8000;200
3084;4800;600;6000
3085;4800;12000;12500
3086;15000;2600;2700
3087;4800;50;10
3088;60000;1200;10000
3089;3500;5000;10000
3090;11000;1200;10000
3091;1000;12000;420
3092;45000;600;200
3093;60000;8000;10
3094;4800;1200;12500
3095;6000;2600;12500
3096;35000;100;40
3097;6000;8000;20000
3098;1000;8000;2700
3099;500;100;10
3100;11000;100;420
3101;4800;1200;10000
3102;35000;300;40
3103;500;100;6000
3104;35000;8000;12500
3105;2500;300;20000
3106;6000;12000;900
3107;11000;300;900
3108;15000;100;10
3109;1000;300;200
3110;2500;1200;10
3111;45000;2600;10000
3112;11000;8000;10
3113;4800;300;420
3114;11000;50;40
3115;20000;600;200
3116;1000;100;10000
3117;3500;2600;10000
3118;2500;2600;2700
3119;500;100;10000
3120;3500;50;2700
3121;4800;1200;12500
3122;500;2600;6000
3123;60000;2600;900
3124;15000;8000;20000
3125;4800;50;6000
3126;2500;8000;10
3127;20000;12000;2700
3128;60000;10;40
3129;1600;300;2700
3130;3500;8000;10
3131;4800;5000;12500
3132;4800;8000;10
3133;4800;100;420
3134;60000;50;10000
3135;20000;50;420
3136;15000;8000;12500
3137;60000;50;40
3138;15000;50;10
3139;6000;12000;12500
3140;35000;100;2700
3141;35000;50;10
3142;45000;50;12500
3143;1600;1200;200
3144;1000;100;900
3145;4800;12000;20000
3146;20000;600;200
3147;1600;50;10000
3148;500;10;40
3149;1600;8000;900
3150;45000;10;12500
3151;500;12000;420
3152;2500;1200;10000
3153;3500;50;12500
3154;1600;12000;10000
3155;35000;8000;420
3156;4800;10;420
3157;45000;12000;10000
3158;4800;5000;12500
3159;11000;100;420
3160;1600;300;40
3161;45000;8000;2700
3162;1000;100;20000
3163;15000;5000;6000
3164;45000;600;6000
3165;20000;2600;12500
3166;1000;50;6000
3167;15000;600;10000
3168;1000;600;10
3169;6000;8000;420
3170;20000;12000;200
3171;60000;300;20000
3172;3500;10;6000
3173;35000;12000;6000
3174;2500;2600;420
3175;6000;5000;420
3176;20000;2600;200
3177;6000;2600;900
3178;500;1200;420
3179;4800;600;2700
3180;3500;5000;2700
3181;6000;50;10
3182;60000;300;2700
3183;60000;300;10
3184;15000;12000;900
3185;3500;12000;900
3186;15000;300;12500
3187;45000;10;200
3188;4800;600;40
3189;15000;600;10
3190;45000;50;200
3191;60000;300;900
3192;1600;8000;6000
3193;1600;1200;12500
3194;1000;5000;6000
3195;3500;12000;10
3196;2500;1200;200
3197;3500;12000;6000
3198;15000;600;2700
3199;2500;2600;200
3200;4800;1200;200
3201;15000;12000;40
3202;20000;1200;10
3203;11000;5000;200
3204;20000;600;420
3205;2500;300;420
3206;3500;5000;200
3207;11000;300;200
3208;60000;300;900
3209;60000;300;6000
3210;60000;5000;40
3211;4800;2600;6000
3212;45000;12000;20000
3213;35000;5000;10
3214;15000;50;420
3215;45000;8000;40
3216;11000;12000;12500
3217;11000;8000;2700
3218;3500;300;200
3219;1600;100;20000
3220;20000;1200;40
3221;6000;1200;6000
3222;45000;2600;40
3223;45000;1200;10
3224;3500;10;900
3225;3500;50;12500
3226;11000;1200;900
3227;45000;100;900
3228;6000;12000;2700
3229;4800;5000;420
3230;20000;1200;6000
3231;15000;12000;40
3232;60000;10;900
3233;15000;300;10
3234;500;10;10000
3235;60000;8000;20000
3236;2500;5000;420
3237;500;100;40
3238;11000;1200;6000
3239;500;5000;420
3240;4800;10;200
3241;2500;50;420
3242;60000;50;900
3243;4800;12000;40
3244;1600;5000;420
3245;1600;10;40
3246;6000;2600;40
3247;6000;100;900
3248;1600;1200;20000
3249;45000;10;40
3250;1000;5000;2700
3251;45000;10;200
3252;45000;5000;20000
3253;11000;8000;10
3254;3500;2600;10000
3255;6000;10;12500
3256;60000;10;10000
3257;1000;8000;2700
3258;45000;12000;10000
3259;20000;12000;2700
3260;15000;1200;6000
3261;1000;300;12500
3262;15000;2600;900
3263;2500;10;420
3264;3500;50;6000
3265;500;50;200
3266;2500;100;40
3267;1600;300;10000
3268;4800;50;10
3269;1000;2600;40
3270;2500;10;900
3271;15000;12000;40
3272;15000;10;6000
3273;1600;50;20000
3274;45000;8000;10
3275;45000;100;20000
3276;1000;8000;10
3277;4800;100;900
3278;60000;50;900
3279;20000;600;2700
3280;45000;8000;20000
3281;1600;10;2700
3282;20000;300;2700
3283;35000;5000;420
3284;60000;10;10000
3285;20000;10;200
3286;45000;300;420
3287;15000;100;6000
3288;35000;8000;40
3289;15000;10;40
3290;500;12000;6000
3291;60000;10;10000
3292;2500;50;2700
3293;2500;50;10
3294;4800;600;2700
3295;3500;12000;420
3296;6000;100;20000
3297;2500;8000;20000
3298;15000;5000;900
3299;15000;600;20000
3300;1000;5000;10
3301;15000;10;200
3302;35000;600;2700
3303;3500;8000;900
3304;1600;100;420
3305;500;2600;900
3306;11000;300;420
3307;2500;300;10000
3308;1000;8000;40
3309;6000;12000;420
3310;45000;600;20000
3311;500;12000;2700
3312;3500;5000;10000
3313;2500;10;40
3314;20000;1200;20000
3315;1000;8000;900
3316;15000;300;2700
3317;1000;12000;20000
3318;4800;10;10000
3319;35000;2600;900
3320;45000;300;10
3321;1600;10;40
3322;500;50;10000
3323;3500;300;200
3324;11000;8000;12500
3325;60000;10;420
3326;500;1200;900
3327;4800;600;40
3328;20000;5000;200
3329;11000;300;900
3330;4800;8000;420
3331;45000;2600;20000
3332;3500;50;200
3333;15000;1200;10
3334;500;300;200
3335;1000;1200;10
3336;15000;1200;10
3337;35000;300;10000
3338;11000;1200;420
3339;4800;1200;2700
3340;500;12000;10000
3341;11000;600;20000
3342;6000;300;40
3343;11000;10;900
3344;45000;10;6000
3345;4800;10;12500
3346;2500;100;10000
3347;500;1200;2700
3348;4800;100;40
3349;1000;10;6000
3350;4800;1200;200
3351;3500;50;12500
3352;3500;100;200
3353;60000;10;20000
3354;20000;10;10
3355;35000;5000;12500
3356;15000;10;900
3357;15000;8000;2700
3358;15000;10;20000
3359;6000;8000;420
3360;4800;50;10
3361;500;12000;900
3362;6000;12000;900
3363;60000;2600;12500
3364;35000;10;10
3365;1600;300;10
3366;35000;600;420
3367;1600;8000;6000
3368;11000;2600;6000
3369;1600;100;12500
3370;45000;600;200
3371;4800;5000;10
3372;4800;100;2700
3373;60000;300;20000
3374;500;100;420
3375;45000;2600;900
3376;60000;12000;10000
3377;35000;12000;12500
3378;11000;10;6000
3379;3500;2600;6000
3380;6000;10;12500
3381;6000;1200;200
3382;2500;100;6000
3383;6000;5000;200
3384;1000;8000;10
3385;35000;2600;200
3386;3500;8000;10000
3387;60000;12000;10000
3388;35000;600;10
3389;11000;1200;40
3390;1000;2600;10000
3391;3500;12000;420
3392;1600;300;200
3393;500;10;10000
3394;35000;10;12500
3395;4800;600;10000
3396;6000;300;900
3397;500;12000;10
3398;2500;1200;900
3399;20000;12000;10
3400;3500;300;900
3401;45000;8000;200
3402;1600;600;6000
3403;60000;10;20000
3404;1600;5000;12500
3405;45000;5000;10
3406;500;1200;10
3407;1600;600;12500
3408;60000;600;12500
3409;20000;8000;6000
3410;6000;300;6000
3411;4800;600;40
3412;35000;600;6000
3413;20000;2600;12500
3414;6000;100;6000
3415;35000;100;20000
3416;35000;8000;6000
3417;35000;1200;420
3418;45000;1200;900
3419;1600;5000;10000
3420;20000;1200;12500
3421;6000;100;20000
3422;11000;10;2700
3423;60000;10;6000
3424;500;12000;12500
3425;3500;50;900
3426;15000;12000;2700
3427;3500;8000;420
3428;500;8000;10
3429;20000;600;10
3430;2500;8000;10
3431;15000;2600;900
3432;2500;1200;6000
3433;4800;5000;6000
3434;3500;5000;2700
3435;6000;1200;6000
3436;3500;8000;6000
3437;3500;2600;20000
3438;2500;600;2700
3439;60000;2600;200
3440;6000;600;10000
3441;500;600;10000
3442;6000;10;2700
3443;4800;2600;900
3444;2500;5000;2700
3445;60000;50;420
3446;3500;2600;40
3447;6000;50;6000
3448;60000;300;40
3449;6000;8000;20000
3450;3500;12000;200
3451;20000;10;200
3452;45000;300;900
3453;3500;1200;12500
3454;11000;12000;10
3455;6000;600;40
3456;2500;300;10000
3457;60000;2600;10000
3458;500;10;2700
3459;6000;300;10
3460;1600;12000;6000
3461;1000;8000;20000
3462;4800;600;900
3463;500;8000;10
3464;1000;1200;200
3465;4800;100;420
3466;15000;5000;2700
3467;15000;600;10
3468;500;1200;6000
3469;11000;50;12500
3470;60000;1200;12500
3471;11000;10;900
3472;4800;2600;40
3473;35000;100;40
3474;1000;12000;10000
3475;20000;1200;420
3476;60000;8000;2700
3477;11000;2600;420
3478;3500;50;900
3479;4800;100;420
3480;6000;300;200
3481;4800;5000;40
3482;4800;1200;2700
3483;6000;5000;10
3484;4800;10;10000
3485;500;12000;40
3486;45000;12000;420
3487;60000;300;40
3488;60000;10;20000
3489;20000;100;6000
3490;35000;2600;6000
3491;4800;600;900
3492;1600;50;900
3493;2500;5000;6000
3494;4800;8000;20000
3495;45000;2600;420
3496;11000;100;900
3497;60000;1200;10000
3498;2500;300;420
3499;11000;1200;6000
3500;15000;2600;6000
3501;3500;100;12500
3502;11000;600;10
3503;60000;50;10000
3504;45000;8000;2700
3505;20000;10;6000
3506;6000;600;900
3507;15000;1200;20000
3508;6000;1200;40
3509;1000;50;20000
3510;3500;1200;900
3511;500;600;200
3512;20000;5000;40
3513;35000;10;40
3514;60000;50;10
3515;35000;300;200
3516;4800;10;10000
3517;2500;1200;200
3518;45000;100;40
3519;4800;1200;12500
3520;60000;8000;20000
3521;60000;50;20000
3522;15000;10;200
3523;15000;5000;6000
3524;500;2600;10000
3525;2500;300;40
3526;11000;12000;10000
3527;500;600;20000
3528;60000;5000;420
3529;1000;300;10000
3530;4800;300;6000
3531;500;100;40
3532;15000;300;200
3533;1000;5000;12500
3534;3500;300;40
3535;15000;100;40
3536;1600;600;12500
3537;35000;100;420
3538;1600;12000;900
3539;15000;100;900
3540;15000;50;10
3541;1600;600;200
3542;3500;10;12500
3543;35000;100;20000
3544;6000;2600;6000
3545;4800;600;10
3546;20000;50;40
3547;11000;12000;6000
3548;11000;50;900
3549;2500;5000;900
3550;1000;5000;20000
3551;15000;600;6000
3552;35000;100;900
3553;60000;600;40
3554;1600;100;10000
3555;45000;300;12500
3556;35000;2600;420
3557;4800;600;6000
3558;6000;5000;420
3559;45000;10;12500
3560;2500;600;200
3561;500;50;420
3562;6000;300;10
3563;60000;8000;420
3564;35000;5000;900
3565;45000;600;20000
3566;11000;5000;10
3567;3500;10;6000
3568;2500;5000;12500
3569;3500;50;12500
3570;500;12000;40
3571;60000;50;200
3572;60000;2600;200
3573;60000;50;20000
3574;6000;100;20000
3575;4800;10;200
3576;1000;300;6000
3577;6000;1200;900
3578;3500;8000;12500
3579;500;2600;6000
3580;15000;100;20000
3581;1000;1200;20000
3582;4800;2600;12500
3583;20000;1200;420
3584;15000;50;200
3585;20000;8000;12500
3586;1600;600;900
3587;35000;5000;200
3588;1600;300;200
3589;500;10;40
3590;60000;50;420
3591;6000;12000;20000
3592;2500;600;12500
3593;20000;2600;900
3594;2500;100;10
3595;35000;50;900
3596;45000;600;2700
3597;1000;2600;12500
3598;60000;1200;10000
3599;500;8000;420
3600;11000;12000;40
3601;6000;600;40
3602;4800;8000;10000
3603;20000;12000;10
3604;60000;10;900
3605;2500;600;20000
3606;45000;600;6000
3607;3500;600;900
3608;45000;12000;12500
3609;15000;5000;10000
3610;4800;2600;900
3611;500;1200;40
3612;1600;1200;40
3613;6000;12000;40
3614;11000;50;10000
3615;15000;300;900
3616;35000;12000;10
3617;3500;2600;12500
3618;11000;10;20000
3619;35000;300;10
3620;6000;300;12500
3621;15000;300;900
3622;6000;2600;40
3623;6000;5000;900
3624;2500;100;420
3625;35000;8000;2700
3626;11000;10;420
3627;500;2600;900
3628;20000;8000;200
3629;15000;10;2700
3630;4800;1200;2700
3631;60000;5000;12500
3632;1000;5000;12500
3633;500;2600;12500
3634;500;8000;2700
3635;1600;5000;10000
3636;45000;1200;10
3637;3500;5000;10
3638;15000;600;900
3639;3500;2600;2700
3640;500;2600;2700
3641;1600;50;420
3642;60000;50;20000
3643;45000;50;900
3644;500;10;200
3645;15000;50;10
3646;500;8000;420
3647;500;600;420
3648;20000;12000;200
3649;6000;12000;10000
3650;60000;100;420
3651;2500;12000;10000
3652;1000;100;6000
3653;500;2600;420
3654;45000;8000;12500
3655;60000;8000;2700
3656;20000;8000;2700
3657;2500;5000;12500
3658;45000;600;40
3659;4800;50;12500
3660;1000;300;2700
3661;2500;8000;420
3662;11000;8000;40
3663;3500;300;10000
3664;60000;2600;10
3665;20000;5000;10000
3666;1600;100;10000
3667;11000;50;6000
3668;11000;600;200
3669;1600;600;420
3670;1000;12000;20000
3671;20000;5000;420
3672;45000;1200;2700
3673;4800;12000;40
3674;60000;12000;200
3675;4800;8000;10000
3676;11000;1200;12500
3677;1000;12000;200
3678;2500;100;40
3679;1000;10;10
3680;4800;10;200
3681;60000;10;40
3682;20000;12000;200
3683;15000;100;10
3684;4800;8000;20000
3685;20000;2600;40
3686;1000;8000;200
3687;6000;50;40
3688;4800;600;900
3689;1000;600;900
3690;1000;2600;20000
3691;20000;5000;12500
3692;15000;5000;20000
3693;4800;2600;420
3694;15000;2600;900
3695;3500;2600;10000
3696;11000;100;40
3697;3500;2600;6000
3698;60000;8000;200
3699;1000;1200;20000
3700;20000;5000;10000
3701;35000;50;420
3702;4800;12000;10000
3703;4800;1200;10000
3704;11000;5000;200
3705;500;100;10000
3706;15000;1200;900
3707;1000;100;10000
3708;500;300;6000
3709;6000;1200;6000
3710;1000;8000;420
3711;3500;5000;12500
3712;1000;1200;6000
3713;60000;100;2700
3714;3500;2600;10
3715;500;5000;12500
3716;1600;2600;40
3717;15000;1200;420
3718;4800;12000;420
3719;15000;300;6000
3720;1000;50;12500
3721;500;2600;6000
3722;3500;2600;2700
3723;11000;300;6000
3724;6000;1200;900
3725;500;5000;6000
3726;60000;8000;20000
3727;11000;1200;10
3728;35000;600;40
3729;4800;12000;20000
3730;45000;50;10
3731;45000;100;420
3732;1000;12000;6000
3733;20000;2600;2700
3734;4800;50;2700
3735;20000;8000;40
3736;1000;5000;40
3737;11000;100;10
3738;45000;600;20000
3739;45000;50;2700
3740;15000;10;200
3741;20000;50;10
3742;35000;5000;10
3743;11000;8000;40
3744;2500;12000;200
3745;2500;10;420
3746;15000;1200;6000
3747;60000;600;40
3748;20000;10;420
3749;35000;600;40
3750;500;2600;6000
3751;15000;5000;10
3752;500;1200;2700
3753;45000;5000;200
3754;1000;300;20000
3755;60000;5000;40
3756;1600;300;900
3757;4800;600;20000
3758;4800;5000;10000
3759;11000;300;900
3760;2500;1200;20000
3761;1000;12000;10000
3762;45000;1200;10
3763;45000;50;40
3764;2500;300;10000
3765;20000;100;10
3766;15000;10;420
3767;60000;100;200
3768;3500;100;20000
3769;4800;8000;20000
3770;1600;600;10
3771;11000;2600;12500
3772;3500;1200;420
3773;60000;50;40
3774;20000;12000;12500
3775;60000;100;20000
3776;20000;8000;6000
3777;35000;300;10000
3778;3500;100;6000
3779;11000;600;200
3780;3500;100;40
3781;6000;100;6000
3782;1000;5000;200
3783;11000;2600;10
3784;60000;300;10
3785;45000;300;6000
3786;20000;100;10000
3787;60000;600;12500
3788;15000;1200;200
3789;11000;1200;12500
3790;3500;300;40
3791;35000;8000;2700
3792;1000;100;10
3793;1600;8000;12500
3794;35000;8000;10
3795;20000;600;420
3796;6000;100;200
3797;3500;50;10
3798;6000;2600;20000
3799;6000;5000;12500
3800;2500;2600;200
3801;3500;2600;420
3802;11000;50;12500
3803;3500;600;10
3804;6000;1200;10000
3805;4800;2600;6000
3806;20000;12000;12500
3807;1600;5000;2700
3808;11000;50;420
3809;3500;600;40
3810;1600;5000;10000
3811;60000;100;200
3812;1600;300;10000
3813;500;50;10000
3814;11000;5000;12500
3815;4800;600;10
3816;60000;100;10000
3817;3500;5000;900
3818;3500;2600;420
3819;35000;600;2700
3820;45000;1200;10
3821;1000;300;12500
3822;15000;50;12500
3823;45000;600;20000
3824;20000;8000;6000
3825;4800;50;10
3826;2500;100;420
3827;4800;50;12500
3828;500;300;12500
3829;60000;8000;6000
3830;3500;600;20000
3831;1600;300;20000
3832;1000;2600;10
3833;4800;5000;10000
3834;4800;50;420
3835;60000;2600;200
3836;2500;12000;900
3837;35000;12000;200
3838;500;10;900
3839;500;5000;20000
3840;20000;600;6000
3841;20000;10;40
3842;4800;100;900
3843;1000;100;20000
3844;45000;8000;12500
3845;1000;10;900
3846;60000;100;40
3847;3500;300;10
3848;3500;5000;20000
3849;3500;100;6000
3850;60000;8000;10000
3851;15000;12000;420
3852;2500;1200;420
3853;15000;5000;900
3854;20000;2600;10000
3855;1600;2600;40
3856;11000;8000;200
3857;45000;1200;12500
3858;6000;1200;200
3859;15000;300;420
3860;4800;2600;20000
3861;1000;8000;40
3862;35000;12000;900
3863;20000;12000;2700
3864;45000;10;420
3865;35000;8000;10000
3866;60000;10;20000
3867;35000;600;20000
3868;35000;600;10000
3869;4800;2600;200
3870;500;100;2700
3871;1600;300;420
3872;2500;1200;200
3873;60000;12000;20000
3874;500;10;20000
3875;45000;600;900
3876;35000;50;200
3877;1000;5000;20000
3878;500;1200;420
3879;35000;5000;6000
3880;45000;10;2700
3881;60000;50;2700
3882;4800;50;420
3883;4800;10;40
3884;20000;50;900
3885;6000;1200;2700
3886;60000;5000;10000
3887;45000;600;10
3888;2500;300;2700
3889;15000;50;12500
3890;20000;600;420
3891;500;50;20000
3892;2500;600;40
3893;6000;5000;6000
3894;2500;600;6000
3895;4800;12000;12500
3896;6000;600;420
3897;6000;100;900
3898;35000;300;12500
3899;4800;2600;2700
3900;45000;10;20000
3901;11000;2600;10
3902;20000;2600;900
3903;11000;100;10
3904;2500;5000;10000
3905;35000;2600;2700
3906;45000;50;10000
3907;500;1200;6000
3908;1000;5000;12500
3909;60000;2600;420
3910;45000;300;420
3911;1000;2600;420
3912;1000;10;40
3913;20000;100;420
3914;500;2600;20000
3915;2500;100;200
3916;4800;2600;10000
3917;1600;600;6000
3918;6000;1200;420
3919;3500;600;900
3920;20000;5000;10000
3921;1600;2600;40
3922;35000;600;420
3923;4800;300;900
3924;6000;1200;40
3925;2500;8000;10
3926;2500;5000;40
3927;60000;50;2700
3928;6000;100;10
3929;1600;2600;12500
3930;3500;100;10
3931;15000;600;10000
3932;1000;8000;900
3933;60000;5000;40
3934;45000;50;200
3935;3500;2600;12500
3936;6000;300;10000
3937;4800;300;10
3938;2500;300;2700
3939;45000;8000;200
3940;45000;100;20000
3941;2500;50;6000
3942;1000;600;2700
3943;2500;5000;12500
3944;1600;100;6000
3945;15000;8000;900
3946;35000;1200;20000
3947;20000;8000;2700
3948;60000;2600;6000
3949;500;100;900
3950;35000;2600;40
3951;20000;1200;40
3952;4800;12000;6000
3953;20000;50;10000
3954;11000;12000;2700
3955;35000;600;200
3956;6000;1200;900
3957;45000;8000;900
3958;2500;1200;10
3959;35000;2600;2700
3960;1600;12000;420
3961;1000;1200;10000
3962;45000;5000;10
3963;3500;8000;200
3964;500;8000;12500
3965;1000;2600;200
3966;20000;1200;10000
3967;60000;12000;420
3968;3500;5000;6000
3969;1000;5000;12500
3970;60000;50;420
3971;11000;1200;10
3972;6000;5000;40
3973;6000;8000;40
3974;1000;10;6000
3975;20000;10;10
3976;1000;300;900
3977;500;12000;6000
3978;2500;100;420
3979;20000;600;6000
3980;6000;12000;10000
3981;45000;8000;6000
3982;4800;100;10
3983;15000;2600;2700
3984;500;100;10000
3985;1600;12000;12500
3986;20000;600;40
3987;2500;300;900
3988;15000;5000;12500
3989;15000;12000;200
3990;1000;300;12500
3991;60000;10;6000
3992;4800;1200;10000
3993;6000;600;12500
3994;45000;5000;40
3995;11000;600;10000
3996;4800;10;900
3997;2500;300;900
3998;1000;50;20000
3999;20000;50;2700
4000;1000;2600;10000
4001;15000;600;420
4002;6000;5000;2700
4003;15000;8000;12500
4004;20000;2600;900
4005;45000;50;10000
4006;35000;1200;2700
4007;35000;50;20000
4008;35000;600;40
4009;15000;100;200
4010;15000;100;420
4011;15000;8000;10
4012;1000;12000;10000
4013;2500;100;200
4014;2500;8000;10
4015;1600;300;10
4016;60000;8000;10000
4017;1600;12000;6000
4018;11000;10;2700
4019;4800;600;40
4020;60000;5000;40
4021;1600;50;20000
4022;45000;12000;6000
4023;20000;50;900
4024;4800;10;10
4025;500;10;420
4026;60000;100;10000
4027;45000;5000;200
4028;1000;10;900
4029;4800;50;6000
4030;1600;2600;420
4031;35000;12000;10000
4032;3500;5000;40
4033;3500;300;10
4034;60000;12000;40
4035;3500;100;10
4036;35000;600;900
4037;45000;10;900
4038;3500;12000;420
4039;4800;50;900
4040;500;5000;40
4041;35000;5000;900
4042;35000;5000;2700
4043;4800;100;10000
4044;6000;8000;12500
4045;1600;50;40
4046;11000;100;200
4047;500;100;10000
4048;15000;8000;6000
4049;15000;600;200
4050;11000;2600;6000
4051;1600;1200;6000
4052;1000;100;40
4053;20000;100;6000
4054;6000;8000;20000
4055;20000;5000;420
4056;60000;1200;10
4057;35000;2600;40
4058;1600;2600;2700
4059;2500;12000;2700
4060;45000;300;6000
4061;11000;10;6000
4062;2500;100;12500
4063;20000;100;40
4064;6000;1200;20000
4065;45000;100;40
4066;6000;10;20000
4067;1600;10;420
4068;1600;600;10
4069;11000;50;2700
4070;2500;2600;10
4071;2500;12000;900
4072;60000;50;6000
4073;45000;5000;12500
4074;500;8000;200
4075;35000;8000;12500
4076;15000;1200;12500
4077;35000;5000;12500
4078;3500;10;200
4079;35000;2600;420
4080;1600;600;10000
4081;4800;5000;200
4082;45000;2600;2700
4083;45000;5000;6000
4084;45000;50;420
4085;35000;10;40
4086;60000;300;10
4087;6000;100;420
4088;6000;12000;10000
4089;2500;50;40
4090;500;8000;6000
4091;15000;50;40
4092;500;300;420
4093;35000;2600;2700
4094;3500;600;12500
