algorithm,scenario_name,num_cloudlets,seed,population,iterations,makespan_sec,total_energy_j,avg_waiting_sec,mapping_time_ms
DTSO-TS,Scenario_200,200,1027,100,50,48.1500,7224.9008,13.0857,19
PSO-SA,Scenario_200,200,1011,500,10,68.3700,10260.3326,10.6777,16
DTSO-TS,Scenario_200,200,1022,100,100,53.1571,7975.3372,14.8731,45
DTSO-TS,Scenario_200,200,1018,24,50,33.9186,5091.0859,8.7331,9
DTSO-TS,Scenario_200,200,1029,10,10,68.8764,10336.2944,10.4886,1
DTSO-TS,Scenario_200,200,1009,500,10,37.3664,5609.2025,8.5716,42
PSO-SA,Scenario_200,200,1003,10,100,98.1100,14721.1462,15.1151,3
PSO-SA,Scenario_200,200,1008,500,20,59.9108,8991.1081,11.6439,28
DTSO-TS,Scenario_200,200,1029,50,20,41.9180,6291.3462,9.0809,7
PSO-SA,Scenario_200,200,1022,500,100,97.2236,14589.6675,13.0518,146
PSO-SA,Scenario_200,200,1020,24,100,75.7471,11366.1458,13.2038,6
DTSO-TS,Scenario_200,200,1011,24,500,66.4281,10020.7345,31.2221,51
DTSO-TS,Scenario_200,200,1004,50,20,49.6886,7457.2107,8.8883,9
DTSO-TS,Scenario_200,200,1013,50,20,31.1011,4669.2384,8.5140,5
PSO-SA,Scenario_200,200,1008,24,10,88.3957,13264.4188,11.7757,1
PSO-SA,Scenario_200,200,1012,10,10,126.3957,18964.8100,13.7621,0
DTSO-TS,Scenario_200,200,1002,500,20,47.7600,7167.8180,8.9843,163
DTSO-TS,Scenario_200,200,1018,10,20,49.4321,7419.1616,9.8117,0
PSO-SA,Scenario_200,200,1024,10,10,131.1157,19672.6605,13.0550,1
PSO-SA,Scenario_200,200,1018,50,50,109.0545,16363.3884,13.5886,6
DTSO-TS,Scenario_200,200,1026,100,10,48.9036,7340.2979,8.3225,4
DTSO-TS,Scenario_200,200,1023,10,500,46.2644,6941.0644,18.1779,28
DTSO-TS,Scenario_200,200,1026,24,20,56.7233,8512.6200,9.1739,8
DTSO-TS,Scenario_200,200,1019,24,50,32.4218,4868.0687,7.9271,4
DTSO-TS,Scenario_200,200,1014,10,10,58.2679,8744.9955,10.5279,1
PSO-SA,Scenario_200,200,1024,24,50,114.6114,17196.9637,13.0243,3
PSO-SA,Scenario_200,200,1026,24,10,128.8571,19335.0819,13.3438,1
PSO-SA,Scenario_200,200,1020,10,20,111.8143,16777.2687,14.1669,0
DTSO-TS,Scenario_200,200,1013,24,100,34.5340,5182.9120,10.6080,16
DTSO-TS,Scenario_200,200,1001,10,500,73.9644,11096.6569,23.9798,27
DCOA-TS,Scenario_200,200,1002,50,50,28.0248,4206.6339,8.3013,22
DTSO-TS,Scenario_200,200,1000,50,50,32.2275,4836.5620,10.5416,11
DTSO-TS,Scenario_200,200,1002,24,100,33.0965,4966.7481,9.6495,14
DTSO-TS,Scenario_200,200,1006,100,500,65.7900,9924.4737,31.2986,270
DTSO-TS,Scenario_200,200,1005,50,20,50.8175,7627.2111,9.1227,6
DTSO-TS,Scenario_200,200,1005,100,50,30.0448,4509.1272,9.6942,23
DTSO-TS,Scenario_200,200,1014,50,20,45.6185,6847.4230,8.8715,5
PSO-SA,Scenario_200,200,1002,100,50,89.8378,13481.2336,14.3719,30
PSO-SA,Scenario_200,200,1024,500,20,69.0122,10357.2156,12.3518,30
PSO-SA,Scenario_200,200,1017,500,20,86.8625,13034.3825,11.4450,32
PSO-SA,Scenario_200,200,1012,500,10,62.8678,9435.2923,10.3134,15
DTSO-TS,Scenario_200,200,1016,24,20,52.8600,7933.3676,9.4342,7
DTSO-TS,Scenario_200,200,1015,10,50,37.8068,5674.7029,9.6636,4
DTSO-TS,Scenario_200,200,1010,500,10,44.1040,6620.2532,9.3793,24
PSO-SA,Scenario_200,200,1013,10,10,114.4282,17170.3666,11.6194,0
DTSO-TS,Scenario_200,200,1027,100,10,43.6423,6550.9801,9.2443,5
PSO-SA,Scenario_200,200,1009,24,10,97.2636,14594.6623,13.0782,1
DTSO-TS,Scenario_200,200,1028,100,50,39.9106,5989.0963,10.9945,34
PSO-SA,Scenario_200,200,1004,10,100,119.7543,17969.2402,12.0657,3
PSO-SA,Scenario_200,200,1025,10,10,107.7099,16162.1341,12.9967,0
DTSO-TS,Scenario_200,200,1020,24,50,39.9722,5999.8110,9.9083,10
PSO-SA,Scenario_200,200,1019,50,50,112.2296,16840.2397,13.3275,7
PSO-SA,Scenario_200,200,1025,24,50,83.1382,12475.6339,12.0976,4
DTSO-TS,Scenario_200,200,1024,10,500,43.7743,6568.0662,14.3336,26
DTSO-TS,Scenario_200,200,1006,50,20,39.6500,5952.0353,8.8535,5
DTSO-TS,Scenario_200,200,1025,24,500,66.7179,10046.9780,31.3775,68
DTSO-TS,Scenario_200,200,1015,10,10,58.5929,8792.8574,11.1894,0
DTSO-TS,Scenario_200,200,1015,50,20,37.6309,5648.2815,8.7662,4
DTSO-TS,Scenario_200,200,1001,50,50,29.3665,4407.5227,9.0412,10
DCOA-TS,Scenario_200,200,1018,100,100,34.2533,5140.9979,11.0728,96
PSO-SA,Scenario_200,200,1021,24,100,136.1127,20423.0492,15.9022,7
PSO-SA,Scenario_200,200,1027,24,10,102.5309,15385.3515,13.2500,1
DCOA-TS,Scenario_200,200,1003,50,50,30.5649,4588.1944,9.0946,22
DTSO-TS,Scenario_200,200,1006,100,50,31.9165,4790.5205,8.7691,20
DTSO-TS,Scenario_200,200,1006,100,100,38.9728,5847.7298,12.4910,55
PSO-SA,Scenario_200,200,1014,10,10,132.9400,19946.9631,15.4629,0
DTSO-TS,Scenario_200,200,1021,24,50,44.9578,6746.8806,9.7062,6
PSO-SA,Scenario_200,200,1010,24,10,99.6940,14958.6313,15.1319,0
DTSO-TS,Scenario_200,200,1016,50,20,32.7262,4914.9128,8.2445,4
DTSO-TS,Scenario_200,200,1011,500,10,34.2800,5146.3752,8.2403,24
PSO-SA,Scenario_200,200,1021,10,20,92.2509,13842.3954,13.7885,0
DTSO-TS,Scenario_200,200,1007,50,20,45.8457,6880.7630,8.3800,5
DTSO-TS,Scenario_200,200,1017,24,20,44.9376,6745.7944,8.7943,7
DTSO-TS,Scenario_200,200,1016,10,50,53.6123,8046.3544,9.4394,2
PSO-SA,Scenario_200,200,1020,50,50,76.1700,11430.8270,11.1702,6
PSO-SA,Scenario_200,200,1026,24,50,109.9314,16495.6250,11.6514,3
DTSO-TS,Scenario_200,200,1028,100,10,41.1103,6170.5341,9.7143,5
DTSO-TS,Scenario_200,200,1002,50,50,36.4962,5477.2264,9.8712,10
PSO-SA,Scenario_200,200,1028,500,50,97.4509,14622.8818,11.8797,141
DTSO-TS,Scenario_200,200,1014,24,100,29.9930,4501.1005,9.6005,12
PSO-SA,Scenario_200,200,1018,500,20,81.9871,12303.4750,10.4969,30
DTSO-TS,Scenario_200,200,1008,10,500,80.9703,12147.6605,24.8251,23
PSO-SA,Scenario_200,200,1028,10,500,89.7544,13468.6196,13.5343,26
DTSO-TS,Scenario_200,200,1023,100,100,44.7494,6713.8623,15.1887,55
DTSO-TS,Scenario_200,200,1012,24,500,66.6597,10032.9774,31.2650,68
DTSO-TS,Scenario_200,200,1022,24,50,32.7429,4914.1382,8.9800,6
PSO-SA,Scenario_200,200,1025,500,500,66.0143,9906.6990,10.3167,791
PSO-SA,Scenario_200,200,1011,24,10,96.2809,14447.9581,14.3434,1
DTSO-TS,Scenario_200,200,1017,50,20,38.1867,5732.1090,8.7198,4
DCOA-TS,Scenario_200,200,1004,50,50,29.9306,4492.8002,9.6263,23
DTSO-TS,Scenario_200,200,1008,50,20,32.5566,4887.2125,8.2343,4
DTSO-TS,Scenario_200,200,1007,100,50,42.3429,6353.7354,12.6681,23
PSO-SA,Scenario_200,200,1015,10,10,104.6003,15694.6227,14.5733,1
PSO-SA,Scenario_200,200,1015,500,100,99.6057,14946.2099,12.0766,132
PSO-SA,Scenario_200,200,1027,24,50,108.2514,16243.5276,12.1161,3
DTSO-TS,Scenario_200,200,1003,24,100,28.3480,4255.2118,8.1712,12
PSO-SA,Scenario_200,200,1021,50,50,74.8831,11236.8098,12.8367,7
DTSO-TS,Scenario_200,200,1012,500,10,45.6531,6852.0899,8.6588,26
PSO-SA,Scenario_200,200,1003,100,50,123.8057,18576.6279,11.5285,30
DTSO-TS,Scenario_200,200,1016,24,500,65.0585,9759.6898,30.0597,103
DTSO-TS,Scenario_200,200,1023,24,50,30.8331,4627.7899,8.7036,5
DTSO-TS,Scenario_200,200,1009,10,500,46.6085,6993.4053,16.7048,22
DTSO-TS,Scenario_200,200,1019,10,20,68.0340,10209.7094,11.3978,2
DTSO-TS,Scenario_200,200,1002,10,500,71.8432,10778.3691,22.9721,34
PSO-SA,Scenario_200,200,1012,24,10,92.3243,13853.8536,12.1792,1
DTSO-TS,Scenario_200,200,1029,24,100,35.3867,5310.4062,10.4372,10
DTSO-TS,Scenario_200,200,1012,50,10,54.9875,8252.2057,11.1313,3
PSO-SA,Scenario_200,200,1023,500,100,81.5716,12240.6923,11.4688,133
DTSO-TS,Scenario_200,200,1017,10,50,33.7880,5071.3346,8.6367,2
DTSO-TS,Scenario_200,200,1003,500,20,30.0212,4506.0667,8.1128,105
DTSO-TS,Scenario_200,200,1029,100,10,42.5544,6387.5924,8.3435,9
PSO-SA,Scenario_200,200,1016,10,10,84.2714,12645.9839,11.5765,0
PSO-SA,Scenario_200,200,1013,500,10,56.1976,8434.1742,10.7005,15
PSO-SA,Scenario_200,200,1028,500,20,73.1856,10982.4443,11.5549,29
DCOA-TS,Scenario_200,200,1005,50,50,25.0332,3758.8559,7.9493,22
DTSO-TS,Scenario_200,200,1008,100,50,37.7133,5659.6301,10.1518,20
DTSO-TS,Scenario_200,200,1020,24,100,38.4340,5767.7449,9.9773,22
PSO-SA,Scenario_200,200,1009,500,20,80.8567,12133.5120,11.4558,59
PSO-SA,Scenario_200,200,1028,24,50,82.3182,12352.2728,12.3946,3
DCOA-TS,Scenario_200,200,1019,100,100,31.6689,4753.3031,10.0705,89
PSO-SA,Scenario_200,200,1022,50,50,81.1491,12177.4230,11.7569,7
DTSO-TS,Scenario_200,200,1024,24,50,47.8850,7186.7769,9.1123,5
PSO-SA,Scenario_200,200,1026,10,10,79.1167,11872.1317,12.7286,1
PSO-SA,Scenario_200,200,1005,10,100,106.0705,15916.1315,13.0314,3
DTSO-TS,Scenario_200,200,1029,100,50,30.4621,4571.8358,9.8202,52
DTSO-TS,Scenario_200,200,1013,500,10,39.9261,5992.6600,8.6987,23
DTSO-TS,Scenario_200,200,1003,50,50,33.4933,5026.9187,8.7086,10
PSO-SA,Scenario_200,200,1029,10,500,97.4282,14619.2098,14.0510,26
DTSO-TS,Scenario_200,200,1016,10,10,70.7133,10611.6594,13.4452,0
PSO-SA,Scenario_200,200,1000,10,10,66.7969,10024.3303,12.6382,1
PSO-SA,Scenario_200,200,1004,100,50,86.5171,12982.5304,11.4688,21
DTSO-TS,Scenario_200,200,1010,10,500,48.9288,7341.3483,14.5530,18
PSO-SA,Scenario_200,200,1029,500,50,90.1486,13527.8311,11.5991,71
PSO-SA,Scenario_200,200,1025,500,20,72.9356,10945.5358,11.5920,29
PSO-SA,Scenario_200,200,1013,24,10,143.3800,21514.3785,14.5497,1
DTSO-TS,Scenario_200,200,1025,24,50,38.3655,5758.1194,8.8974,4
DCOA-TS,Scenario_200,200,1006,50,50,26.2952,3947.5160,8.5398,21
DTSO-TS,Scenario_200,200,1017,24,500,66.6618,10033.3060,31.2640,52
DTSO-TS,Scenario_200,200,1009,100,50,33.8197,5075.3715,9.5494,19
PSO-SA,Scenario_200,200,1028,24,10,75.0722,11265.6696,12.6124,1
PSO-SA,Scenario_200,200,1029,24,50,89.8120,13476.5420,14.3508,3
DTSO-TS,Scenario_200,200,1018,10,50,35.0944,5269.2753,8.0996,3
DTSO-TS,Scenario_200,200,1013,50,10,50.5809,7591.3768,9.1781,2
DTSO-TS,Scenario_200,200,1004,50,50,38.2884,5745.7840,10.1409,12
DTSO-TS,Scenario_200,200,1003,100,10,40.8863,6136.8194,8.7541,5
PSO-SA,Scenario_200,200,1029,500,20,79.1714,11880.2643,11.3923,28
DTSO-TS,Scenario_200,200,1000,24,500,65.5353,9831.0588,30.7992,45
DTSO-TS,Scenario_200,200,1015,24,100,32.1976,4831.6030,10.5933,24
PSO-SA,Scenario_200,200,1022,24,100,80.5909,12093.8242,13.3012,7
PSO-SA,Scenario_200,200,1001,10,10,91.7016,13759.9130,12.9828,0
DTSO-TS,Scenario_200,200,1014,500,10,42.8525,6431.7003,8.4032,25
PSO-SA,Scenario_200,200,1014,24,10,125.2529,18793.6345,13.7128,1
DTSO-TS,Scenario_200,200,1011,10,500,64.3082,9647.4450,28.9554,20
DTSO-TS,Scenario_200,200,1026,24,50,33.9561,5096.3033,8.6142,5
PSO-SA,Scenario_200,200,1005,100,50,80.9664,12149.6499,12.9823,13
DTSO-TS,Scenario_200,200,1007,100,500,66.5215,10050.9869,31.3201,200
PSO-SA,Scenario_200,200,1023,50,50,101.4814,15227.3787,12.9455,6
DCOA-TS,Scenario_200,200,1007,50,50,25.5032,3828.5848,8.2417,22
PSO-SA,Scenario_200,200,1000,24,100,97.7054,14661.3832,12.4439,6
DTSO-TS,Scenario_200,200,1010,100,50,28.4999,4277.1132,9.0123,21
DTSO-TS,Scenario_200,200,1005,50,50,29.8079,4474.3403,9.3465,11
PSO-SA,Scenario_200,200,1008,500,500,106.5127,15982.5536,12.4995,827
PSO-SA,Scenario_200,200,1002,10,10,126.2964,18950.2253,13.4728,0
DTSO-TS,Scenario_200,200,1026,24,500,65.7993,9870.5548,31.1492,117
DTSO-TS,Scenario_200,200,1027,24,50,34.0680,5113.2388,9.0670,5
DTSO-TS,Scenario_200,200,1007,100,100,62.1373,9321.7753,26.3440,103
PSO-SA,Scenario_200,200,1005,10,20,120.0446,18011.8078,15.0830,1
DCOA-TS,Scenario_200,200,1020,100,100,29.1692,4377.8703,9.4314,80
PSO-SA,Scenario_200,200,1000,24,10,103.0214,15458.8418,13.7767,5
DTSO-TS,Scenario_200,200,1014,50,10,59.3700,8909.6786,10.7235,7
PSO-SA,Scenario_200,200,1015,24,10,98.6757,14806.9879,12.3429,1
DTSO-TS,Scenario_200,200,1004,100,10,47.0555,7063.2489,9.1233,8
DTSO-TS,Scenario_200,200,1018,24,500,66.2948,9945.0078,30.7773,48
DTSO-TS,Scenario_200,200,1019,10,50,50.2588,7542.8334,8.8319,3
DTSO-TS,Scenario_200,200,1012,10,500,66.2606,9939.8098,31.0867,18
DTSO-TS,Scenario_200,200,1013,24,500,66.7223,10047.6478,31.2585,119
DTSO-TS,Scenario_200,200,1001,24,500,66.6004,10024.0608,31.3706,48
DTSO-TS,Scenario_200,200,1015,500,10,39.5475,5935.4518,8.8443,23
PSO-SA,Scenario_200,200,1006,100,50,81.3957,12214.2079,12.3429,13
DTSO-TS,Scenario_200,200,1004,500,20,32.0761,4815.3496,8.4390,94
PSO-SA,Scenario_200,200,1001,24,100,76.4829,11477.8862,11.7830,6
DTSO-TS,Scenario_200,200,1028,24,50,32.8571,4932.7635,8.3009,6
PSO-SA,Scenario_200,200,1016,500,100,77.5582,11637.8557,12.5063,128
DTSO-TS,Scenario_200,200,1004,10,10,73.7664,11069.5779,10.8770,1
DCOA-TS,Scenario_200,200,1008,50,50,28.3977,4262.9233,8.3170,22
DTSO-TS,Scenario_200,200,1011,100,50,37.4581,5622.3329,9.1428,19
PSO-SA,Scenario_200,200,1003,10,10,72.9967,10953.8388,13.4037,1
PSO-SA,Scenario_200,200,1024,50,50,86.4402,12970.8234,12.6742,15
DTSO-TS,Scenario_200,200,1015,50,10,51.5589,7737.9260,9.2401,2
DTSO-TS,Scenario_200,200,1024,100,100,48.2652,7241.7638,15.4870,99
DTSO-TS,Scenario_200,200,1017,10,10,73.1982,10985.1174,10.3482,1
DTSO-TS,Scenario_200,200,1003,10,500,64.4864,9674.4859,28.9288,56
DTSO-TS,Scenario_200,200,1004,24,100,33.3324,5001.8320,10.4011,24
PSO-SA,Scenario_200,200,1016,24,10,113.2686,16996.1778,11.3802,1
PSO-SA,Scenario_200,200,1000,500,50,69.8429,10481.4138,10.6760,66
PSO-SA,Scenario_200,200,1002,24,500,102.2582,15344.2612,14.1489,31
DTSO-TS,Scenario_200,200,1013,10,500,65.4668,9821.0419,29.9549,19
DTSO-TS,Scenario_200,200,1029,24,50,34.7456,5215.0791,9.2931,5
PSO-SA,Scenario_200,200,1027,10,10,129.5191,19434.0011,13.5469,1
PSO-SA,Scenario_200,200,1029,24,10,64.0843,9616.7859,11.1703,1
PSO-SA,Scenario_200,200,1002,24,100,79.3745,11911.2569,12.3988,6
DTSO-TS,Scenario_200,200,1016,50,10,51.9504,7797.8232,9.6917,2
PSO-SA,Scenario_200,200,1006,10,100,99.4400,14920.5600,13.5916,3
DTSO-TS,Scenario_200,200,1016,500,10,44.6417,6701.3746,8.8345,22
DTSO-TS,Scenario_200,200,1016,24,100,31.4786,4724.0899,9.9523,25
PSO-SA,Scenario_200,200,1007,100,50,90.8971,13639.9496,11.7841,13
DTSO-TS,Scenario_200,200,1020,10,50,42.5700,6389.0728,9.6827,3
PSO-SA,Scenario_200,200,1026,500,20,81.2671,12195.1366,10.7441,34
DTSO-TS,Scenario_200,200,1012,100,50,34.9705,5247.8958,10.4907,21
DTSO-TS,Scenario_200,200,1005,100,10,51.5124,7731.5168,9.6584,8
PSO-SA,Scenario_200,200,1025,50,50,72.0386,10810.2416,11.6932,6
DCOA-TS,Scenario_200,200,1009,50,50,26.5703,3988.6599,8.4192,22
PSO-SA,Scenario_200,200,1001,24,10,100.0086,15006.7505,11.9575,1
DTSO-TS,Scenario_200,200,1019,24,500,65.8561,9879.1558,30.9696,46
PSO-SA,Scenario_200,200,1004,10,10,114.7300,17214.6910,13.4260,0
PSO-SA,Scenario_200,200,1017,24,10,115.6057,17346.6714,12.3080,1
DTSO-TS,Scenario_200,200,1000,100,100,43.5413,6533.1657,15.1182,93
DTSO-TS,Scenario_200,200,1005,500,20,33.7640,5068.1430,8.1996,46
DTSO-TS,Scenario_200,200,1002,24,500,66.0053,9901.4725,31.1692,47
DTSO-TS,Scenario_200,200,1000,24,100,34.8321,5227.3702,10.3624,10
DTSO-TS,Scenario_200,200,1017,50,10,42.0758,6315.3915,9.1305,2
PSO-SA,Scenario_200,200,1000,500,100,75.3155,11301.4820,12.0369,129
PSO-SA,Scenario_200,200,1003,24,100,82.7459,12417.3686,12.2853,6
DTSO-TS,Scenario_200,200,1021,10,50,45.0677,6764.6950,9.2055,2
DTSO-TS,Scenario_200,200,1014,10,500,64.3282,9650.3984,28.3610,19
DTSO-TS,Scenario_200,200,1006,100,10,51.1100,7671.2770,9.2814,4
PSO-SA,Scenario_200,200,1029,50,20,100.4914,15078.9602,11.9697,3
DCOA-TS,Scenario_200,200,1021,100,100,30.1908,4531.7487,9.3602,83
DTSO-TS,Scenario_200,200,1017,500,10,37.6785,5656.8430,8.2886,23
DTSO-TS,Scenario_200,200,1020,10,20,45.1552,6776.9984,9.5153,2
DTSO-TS,Scenario_200,200,1021,24,100,40.6138,6094.5879,12.2085,44
PSO-SA,Scenario_200,200,1008,100,50,87.2609,13094.3218,11.9879,13
DCOA-TS,Scenario_200,200,1028,50,50,31.4573,4721.7523,9.1200,21
DTSO-TS,Scenario_200,200,1001,24,100,39.0308,5857.3301,12.1043,9
DTSO-TS,Scenario_200,200,1018,50,10,55.4569,8322.9211,10.2898,3
DTSO-TS,Scenario_200,200,1022,10,50,37.0150,5555.4227,9.0011,2
PSO-SA,Scenario_200,200,1018,24,10,144.1086,21621.7942,15.2672,1
PSO-SA,Scenario_200,200,1003,24,500,154.4671,23175.8569,15.0203,31
DTSO-TS,Scenario_200,200,1005,10,10,63.6958,9559.2231,12.4591,1
PSO-SA,Scenario_200,200,1004,24,100,78.0229,11708.8586,12.1129,6
DTSO-TS,Scenario_200,200,1018,10,10,58.9309,8843.9528,11.0984,1
DTSO-TS,Scenario_200,200,1007,100,10,40.5891,6092.2580,8.7453,4
PSO-SA,Scenario_200,200,1027,500,20,92.4042,13866.2389,12.0928,27
DTSO-TS,Scenario_200,200,1015,10,500,58.0924,8715.1241,23.5017,18
DTSO-TS,Scenario_200,200,1020,24,500,66.3815,10003.4290,31.2694,45
DTSO-TS,Scenario_200,200,1006,500,20,26.5586,3990.3822,8.1764,42
PSO-SA,Scenario_200,200,1000,50,50,65.5067,9830.2323,11.8654,6
DTSO-TS,Scenario_200,200,1019,50,10,48.0215,7207.9342,9.2159,2
PSO-SA,Scenario_200,200,1001,500,50,65.6486,9851.6448,12.1912,66
DTSO-TS,Scenario_200,200,1018,500,10,37.3676,5609.3044,8.0916,22
DTSO-TS,Scenario_200,200,1023,10,50,41.3364,6203.6197,10.0365,2
PSO-SA,Scenario_200,200,1005,24,100,83.1864,12483.7489,11.8931,16
PSO-SA,Scenario_200,200,1019,24,10,72.7109,10911.0966,11.7899,1
DCOA-TS,Scenario_200,200,1029,50,50,28.5443,4285.0411,8.8107,21
DTSO-TS,Scenario_200,200,1008,100,100,39.4771,5923.1891,13.9948,80
PSO-SA,Scenario_200,200,1009,100,50,90.6855,13607.6743,11.8042,13
DTSO-TS,Scenario_200,200,1027,24,500,65.4364,9816.3786,30.0722,98
DTSO-TS,Scenario_200,200,1017,24,100,47.2506,7089.5230,13.1432,16
DTSO-TS,Scenario_200,200,1008,100,10,43.4655,6523.7683,9.4264,4
PSO-SA,Scenario_200,200,1028,10,10,116.7271,17514.6066,13.8647,0
PSO-SA,Scenario_200,200,1008,24,50,135.1357,20276.7193,13.0954,3
PSO-SA,Scenario_200,200,1005,10,10,140.7429,21117.3696,14.1993,1
PSO-SA,Scenario_200,200,1007,10,100,98.4597,14774.0163,12.3513,3
DTSO-TS,Scenario_200,200,1003,24,500,40.7510,6114.9336,12.2931,44
DTSO-TS,Scenario_200,200,1005,24,100,30.3273,4551.2229,9.6400,41
PSO-SA,Scenario_200,200,1024,50,10,82.4829,12377.1290,12.3973,2
PSO-SA,Scenario_200,200,1000,24,20,100.9892,15154.8258,13.4685,2
DTSO-TS,Scenario_200,200,1014,24,500,63.4412,9517.4336,27.6817,96
PSO-SA,Scenario_200,200,1006,10,20,95.7986,14374.5859,13.2175,1
DTSO-TS,Scenario_200,200,1004,10,500,65.8244,9874.5376,30.1943,41
DTSO-TS,Scenario_200,200,1019,10,10,64.1618,9629.0914,10.6711,1
PSO-SA,Scenario_200,200,1027,100,500,103.9486,15597.5797,13.6269,209
PSO-SA,Scenario_200,200,1020,24,10,89.8300,13479.1594,13.8576,1
DTSO-TS,Scenario_200,200,1006,10,10,78.5300,11784.6543,11.1007,1
PSO-SA,Scenario_200,200,1002,24,10,76.5969,11494.0973,13.8080,1
DTSO-TS,Scenario_200,200,1009,100,10,45.8471,6880.9415,8.9659,4
DTSO-TS,Scenario_200,200,1019,500,10,50.4726,7575.8790,8.4127,20
PSO-SA,Scenario_200,200,1006,24,100,89.6157,13447.3044,12.7287,6
PSO-SA,Scenario_200,200,1001,50,50,90.8309,13629.5883,12.7468,126
PSO-SA,Scenario_200,200,1010,100,50,73.2373,10990.9356,11.0927,13
DCOA-TS,Scenario_200,200,1007,500,100,32.7564,4916.3417,10.4291,446
DTSO-TS,Scenario_200,200,1010,100,100,43.2247,6485.6795,13.3343,194
PSO-SA,Scenario_200,200,1009,24,50,114.9586,17248.6884,13.0248,3
DTSO-TS,Scenario_200,200,1022,24,100,47.8085,7173.8781,12.3730,162
DCOA-TS,Scenario_200,200,1022,100,100,33.4429,5019.5493,10.4815,197
DTSO-TS,Scenario_200,200,1007,500,20,35.3315,5302.5820,8.3374,160
PSO-SA,Scenario_200,200,1006,10,10,113.9814,17102.4956,13.6602,0
DTSO-TS,Scenario_200,200,1008,100,500,66.6264,10033.1982,31.3907,329
DTSO-TS,Scenario_200,200,1021,24,500,66.1791,9927.5471,31.0330,167
DCOA-TS,Scenario_200,200,1000,50,100,30.0409,4508.9776,10.3311,42
DTSO-TS,Scenario_200,200,1004,24,10,54.6954,8208.7279,10.2174,1
DTSO-TS,Scenario_200,200,1010,100,10,42.5341,6384.1180,9.5849,4
PSO-SA,Scenario_200,200,1025,50,10,114.5535,17188.1624,16.1752,1
DTSO-TS,Scenario_200,200,1018,24,100,34.8052,5223.4306,10.8096,19
PSO-SA,Scenario_200,200,1029,10,10,75.0341,11260.2956,10.7029,1
PSO-SA,Scenario_200,200,1021,24,10,108.5456,16287.5867,15.3150,1
DCOA-TS,Scenario_200,200,1022,500,20,24.1510,3625.9587,8.1432,243
DTSO-TS,Scenario_200,200,1025,100,100,65.9167,9889.2174,20.7408,77
DTSO-TS,Scenario_200,200,1020,50,10,73.1933,10983.4061,10.2050,2
PSO-SA,Scenario_200,200,1004,24,500,137.2643,20595.5850,13.3926,148
DTSO-TS,Scenario_200,200,1006,24,100,29.2444,4389.3459,9.1393,9
PSO-SA,Scenario_200,200,1024,500,100,60.5482,9086.4669,10.8175,198
PSO-SA,Scenario_200,200,1008,10,100,93.2529,13992.9940,12.4419,3
PSO-SA,Scenario_200,200,1002,50,50,87.5043,13130.9837,12.4361,7
DTSO-TS,Scenario_200,200,1020,10,10,50.1704,7529.1573,10.6393,1
DTSO-TS,Scenario_200,200,1021,10,20,46.9592,7048.2077,9.5537,2
PSO-SA,Scenario_200,200,1007,10,10,100.3682,15060.1366,13.0664,1
PSO-SA,Scenario_200,200,1010,24,50,133.0100,19957.9156,13.2348,3
DCOA-TS,Scenario_200,200,1004,24,500,34.0600,5111.3207,12.7406,211
DTSO-TS,Scenario_200,200,1011,100,10,50.0938,7519.3771,8.8368,3
PSO-SA,Scenario_200,200,1026,50,10,66.9313,10044.4782,10.6928,2
PSO-SA,Scenario_200,200,1011,100,50,88.0500,13212.7961,11.5895,13
PSO-SA,Scenario_200,200,1022,24,10,57.5598,8637.9327,11.6081,1
PSO-SA,Scenario_200,200,1007,24,100,88.3342,13254.8078,14.2723,7
DTSO-TS,Scenario_200,200,1004,24,500,66.2403,9992.4009,31.2709,66
DTSO-TS,Scenario_200,200,1020,500,10,40.9650,6148.5100,9.3864,20
PSO-SA,Scenario_200,200,1002,500,50,82.6009,12395.5328,10.9692,191
DTSO-TS,Scenario_200,200,1007,10,10,79.4343,11919.8661,11.4691,0
PSO-SA,Scenario_200,200,1007,10,20,94.2718,14146.5163,12.9245,1
PSO-SA,Scenario_200,200,1003,24,10,102.5836,15392.8476,12.7445,1
DTSO-TS,Scenario_200,200,1023,24,100,34.8044,5222.6295,10.4756,15
DTSO-TS,Scenario_200,200,1009,100,100,60.3839,9059.3140,18.7120,64
DTSO-TS,Scenario_200,200,1028,24,500,65.4436,9817.4723,30.3489,67
DTSO-TS,Scenario_200,200,1019,24,100,25.5005,3827.5539,8.4138,12
DTSO-TS,Scenario_200,200,1005,24,10,67.4482,10122.2190,10.1595,1
DTSO-TS,Scenario_200,200,1004,50,10,48.5358,7284.7238,9.4133,2
DTSO-TS,Scenario_200,200,1007,24,100,32.6655,4902.5109,10.4689,13
PSO-SA,Scenario_200,200,1000,10,20,125.2157,18788.1127,13.6296,1
PSO-SA,Scenario_200,200,1003,50,50,88.9982,13354.7836,12.6698,7
DCOA-TS,Scenario_200,200,1001,50,100,31.2288,4686.7462,10.0388,40
DTSO-TS,Scenario_200,200,1022,24,500,66.0544,9908.9689,30.6200,46
PSO-SA,Scenario_200,200,1027,50,10,101.9429,15296.6620,12.7472,2
PSO-SA,Scenario_200,200,1011,24,50,157.3514,23609.1722,14.5311,3
PSO-SA,Scenario_200,200,1023,24,10,130.1719,19532.1507,11.3923,0
PSO-SA,Scenario_200,200,1012,100,50,87.5300,13134.6165,13.7658,13
